date,ticker,descr,close,retx
2021-07-09,SP500,S&P 500 Index,4369.55,0.01127795
2021-07-12,SP500,S&P 500 Index,4384.63,0.003451156
2021-07-13,SP500,S&P 500 Index,4369.21,-0.00351683
2021-07-14,SP500,S&P 500 Index,4374.3,0.00116497
2021-07-15,SP500,S&P 500 Index,4360.03,-0.003262236
2021-07-16,SP500,S&P 500 Index,4327.16,-0.007538939000000001
2021-07-19,SP500,S&P 500 Index,4258.49,-0.01586953
2021-07-20,SP500,S&P 500 Index,4323.06,0.01516265
2021-07-21,SP500,S&P 500 Index,4358.69,0.008241847
2021-07-22,SP500,S&P 500 Index,4367.48,0.002016661
2021-07-23,SP500,S&P 500 Index,4411.79,0.01014544
2021-07-26,SP500,S&P 500 Index,4422.3,0.002382253
2021-07-27,SP500,S&P 500 Index,4401.46,-0.004712480000000001
2021-07-28,SP500,S&P 500 Index,4400.64,-0.0001863018
2021-07-29,SP500,S&P 500 Index,4419.15,0.004206206000000001
2021-07-30,SP500,S&P 500 Index,4395.26,-0.005406017
2021-08-02,SP500,S&P 500 Index,4387.16,-0.001842894
2021-08-03,SP500,S&P 500 Index,4423.15,0.008203485
